t,x,y,z,tx1,tx2,tx3,tx4,tx5,tx6,tx7,tx8,tx9,tx10,tx11,tx12,tx13,tx14,tx15,tx16,tx17,tx18,tx19,tx20,tx21,tx22,tx23,tx24,tx25
1667897351612.0,-88.77,-905.94,94.24,-72.0,-56.0,-63.0,-82.0,-79.0,-75.0,-83.0,-79.0,-68.0,-75.0,-81.0,-83.0,-84.0,-56.0,-73.0,-53.0,-62.0,-52.0,-61.0,-66.0,-255.0,-255.0,-255.0,-255.0,-255.0
1667897351949.0,-11.98,-895.07,101.75,-65.0,-67.0,-62.0,-63.0,-62.0,-63.0,-79.0,-74.0,-73.0,-61.0,-78.0,-79.0,-77.0,-74.0,-78.0,-62.0,-52.0,-51.0,-63.0,-59.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667897352289.0,11.23,-900.1,97.17,-66.0,-72.0,-60.0,-71.0,-75.0,-75.0,-83.0,-78.0,-75.0,-82.0,-68.0,-76.0,-81.0,-77.0,-61.0,-67.0,-60.0,-51.0,-62.0,-66.0,-70.0,-66.0,-255.0,-61.0,-255.0
1667897352622.0,76.67,-890.55,98.47,-56.0,-66.0,-61.0,-67.0,-68.0,-59.0,-68.0,-80.0,-77.0,-66.0,-79.0,-81.0,-82.0,-78.0,-75.0,-66.0,-61.0,-52.0,-58.0,-255.0,-71.0,-255.0,-255.0,-75.0,-255.0
1667897352959.0,136.12,-868.96,100.26,-69.0,-61.0,-60.0,-63.0,-65.0,-73.0,-75.0,-79.0,-76.0,-64.0,-77.0,-76.0,-78.0,-77.0,-80.0,-63.0,-63.0,-46.0,-60.0,-64.0,-65.0,-66.0,-59.0,-57.0,-70.0
1667897353287.0,166.29,-868.68,94.42,-53.0,-72.0,-60.0,-77.0,-77.0,-74.0,-81.0,-73.0,-71.0,-79.0,-77.0,-84.0,-80.0,-77.0,-76.0,-62.0,-255.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-74.0,-255.0
1667897353420.0,203.25,-847.4,101.11,-65.0,-255.0,-59.0,-255.0,-255.0,-74.0,-81.0,-255.0,-73.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-59.0,-255.0,-255.0,-73.0,-73.0,-70.0,-255.0
1667897353578.0,232.1,-831.95,101.53,-70.0,-67.0,-57.0,-255.0,-255.0,-75.0,-255.0,-255.0,-76.0,-255.0,-255.0,-81.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-67.0,-255.0,-255.0,-71.0
1667897353700.0,240.35,-829.75,99.83,-65.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0
1667897353819.0,247.79,-829.1,99.58,-68.0,-68.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-62.0,-255.0,-255.0,-69.0,-255.0,-255.0
1667897353956.0,246.77,-834.1,96.57,-72.0,-69.0,-255.0,-77.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-49.0
1667897354068.0,262.34,-827.11,96.03,-64.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667897354189.0,281.81,-818.04,93.37,-70.0,-255.0,-56.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-63.0,-255.0,-255.0,-74.0,-255.0,-255.0
1667897354311.0,306.45,-801.62,97.21,-68.0,-64.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-73.0,-255.0,-255.0
1667897354432.0,329.28,-783.24,101.6,-68.0,-255.0,-45.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-51.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-72.0,-255.0
1667897354553.0,350.16,-766.65,102.1,-68.0,-255.0,-56.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0
1667897354667.0,358.84,-763.45,99.2,-69.0,-63.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-71.0,-255.0,-255.0
1667897354785.0,366.14,-761.56,98.5,-69.0,-255.0,-56.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-75.0,-74.0,-255.0,-255.0,-49.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0
1667897354899.0,373.31,-759.58,97.39,-51.0,-55.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-79.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0
1667897355018.0,389.25,-750.75,94.38,-65.0,-60.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-73.0
1667897355130.0,406.93,-738.64,93.82,-50.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-75.0,-255.0
1667897355243.0,427.05,-718.08,98.15,-63.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667897355358.0,445.79,-693.4,101.6,-71.0,-255.0,-53.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-76.0,-255.0
1667897355473.0,459.4,-672.77,102.06,-69.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667897355585.0,466.98,-664.3,100.22,-45.0,-255.0,-53.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-70.0
1667897355700.0,473.65,-660.09,99.93,-66.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-70.0,-255.0
1667897355811.0,482.46,-652.93,98.03,-70.0,-255.0,-255.0,-62.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0
1667897355927.0,492.78,-640.19,94.29,-72.0,-50.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-76.0
1667897356037.0,502.67,-621.98,93.77,-52.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-66.0,-255.0
1667897356152.0,510.91,-596.52,97.76,-57.0,-255.0,-51.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0
1667897356264.0,517.83,-565.8,101.28,-69.0,-68.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-68.0,-255.0
1667897356377.0,522.32,-540.53,101.59,-73.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-49.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-67.0,-255.0,-255.0
1667897356490.0,525.76,-527.57,100.69,-72.0,-66.0,-49.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0
1667897356604.0,528.53,-521.22,99.5,-64.0,-65.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-70.0,-255.0
1667897356717.0,533.55,-513.98,98.57,-69.0,-255.0,-49.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0
1667897356829.0,539.41,-497.71,95.09,-68.0,-64.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-58.0,-255.0,-255.0,-71.0,-255.0
1667897356946.0,541.88,-475.31,93.67,-70.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667897357057.0,541.01,-445.94,98.56,-61.0,-255.0,-56.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-72.0
1667897357180.0,538.25,-418.66,101.76,-255.0,-61.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-67.0
1667897357282.0,536.2,-395.49,102.05,-67.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667897357395.0,538.24,-385.89,99.34,-60.0,-63.0,-65.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-69.0
1667897357510.0,540.86,-379.81,98.48,-67.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-69.0,-255.0
1667897357623.0,543.24,-373.44,97.55,-64.0,-255.0,-56.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0
1667897357739.0,544.97,-356.69,94.67,-65.0,-60.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897357855.0,545.76,-336.28,93.49,-63.0,-255.0,-255.0,-54.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667897357966.0,541.84,-308.64,97.78,-66.0,-60.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-70.0
1667897358080.0,534.85,-279.96,101.41,-56.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-63.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0
1667897358198.0,528.16,-255.6,102.17,-62.0,-60.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-66.0,-255.0
1667897358313.0,527.35,-244.34,100.32,-67.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-68.0,-255.0
1667897358424.0,529.66,-238.44,99.95,-64.0,-255.0,-255.0,-68.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667897358540.0,531.22,-228.1,98.37,-64.0,-57.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-70.0,-255.0
1667897358651.0,531.07,-214.33,94.42,-56.0,-255.0,-56.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667897358767.0,527.83,-195.63,93.48,-61.0,-56.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-67.0,-255.0
1667897358879.0,519.6,-171.73,97.59,-59.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0
1667897358994.0,508.85,-143.38,101.19,-66.0,-53.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-71.0
1667897359107.0,499.97,-119.92,101.61,-55.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897359223.0,496.84,-106.74,100.75,-63.0,-50.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-50.0,-255.0,-255.0,-70.0
1667897359336.0,496.88,-101.08,99.5,-51.0,-255.0,-255.0,-255.0,-43.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-47.0,-255.0,-255.0,-255.0,-67.0,-255.0
1667897359451.0,498.07,-92.7,98.6,-61.0,-255.0,-255.0,-69.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-69.0
1667897359568.0,496.08,-75.45,95.1,-56.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0
1667897359687.0,488.6,-54.24,93.74,-61.0,-44.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-66.0,-255.0
1667897359801.0,475.29,-27.58,98.88,-60.0,-255.0,-255.0,-68.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0
1667897359916.0,461.35,-3.42,101.92,-60.0,-42.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0
1667897360028.0,451.38,15.96,101.91,-61.0,-43.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-66.0
1667897360138.0,450.7,23.72,98.95,-61.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-63.0,-255.0,-255.0
1667897360255.0,450.09,31.27,98.53,-59.0,-255.0,-60.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-46.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-67.0
1667897360370.0,449.47,38.81,97.32,-50.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897360485.0,444.58,55.32,94.22,-56.0,-255.0,-61.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-66.0
1667897360598.0,436.8,74.78,93.84,-60.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0
1667897360713.0,421.97,98.93,98.26,-57.0,-255.0,-61.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-46.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0
1667897360825.0,403.99,122.64,101.63,-57.0,-50.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-66.0,-255.0
1667897360941.0,389.35,141.21,102.05,-58.0,-255.0,-71.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-66.0
1667897361057.0,384.57,151.1,100.2,-56.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0
1667897361174.0,384.04,158.09,99.91,-57.0,-255.0,-62.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-66.0
1667897361287.0,381.46,168.19,97.75,-57.0,-255.0,-255.0,-67.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-47.0
1667897361410.0,374.02,182.7,94.08,-57.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-60.0,-255.0
1667897361524.0,361.64,199.41,94.3,-49.0,-255.0,-255.0,-67.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897361639.0,343.3,218.42,98.53,-57.0,-50.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-60.0,-255.0
1667897361755.0,321.31,239.92,101.43,-55.0,-255.0,-70.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-63.0
1667897361875.0,304.32,256.58,101.38,-54.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0
1667897361990.0,297.96,265.24,100.29,-56.0,-60.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-61.0
1667897362102.0,295.36,270.85,99.65,-48.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-61.0,-255.0,-255.0
1667897362219.0,291.58,280.74,97.7,-56.0,-255.0,-66.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-64.0,-255.0
1667897362333.0,280.13,295.88,93.97,-56.0,-255.0,-255.0,-58.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0
1667897362451.0,262.53,311.62,94.42,-56.0,-57.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-63.0
1667897362562.0,238.68,328.48,100.22,-56.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897362675.0,215.58,344.35,102.3,-56.0,-255.0,-76.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0
1667897362786.0,202.72,355.73,101.47,-57.0,-255.0,-75.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-60.0
1667897362900.0,200.61,361.78,98.53,-57.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0
1667897363016.0,197.94,367.85,98.47,-57.0,-69.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-74.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0
1667897363137.0,192.02,376.32,96.75,-57.0,-59.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-62.0
1667897363250.0,181.16,390.0,93.62,-57.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667897363366.0,164.7,406.21,94.88,-57.0,-255.0,-76.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-44.0,-255.0,-255.0,-61.0
1667897363480.0,142.57,422.41,99.51,-57.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667897363596.0,118.16,439.0,101.89,-54.0,-255.0,-71.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-45.0,-255.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0
